journal	created	deposited	published.print	doi	indexed	issn	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	subject	title	type	url	volume	abstract	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	archive	author.names	published_on	citations	is_oa	CiteScore	SJR	WebQualis
              </jats:sec>	BMC Res Notes	2019-11-07	en	http://dx.doi.org/10.1007/springer_crossmark_policy	NA	NA	NA	NA	Elizabeth Jauhar Cardoso Bessa, Felipe de Miranda Carbonieri Ribeiro, Geraldo da Rocha Castelar Pinheiro, Agnaldo José Lopes	2019	3	TRUE	4.2	0,534	B1
Fisioterapia Brasil	2018-12-21	2022-12-02	NA	10.33233/fb.v11i2.1349	2022-12-02	2526-9747,1518-9740	2	2017-12-08	18483	99-102	10.33233	Convergences Editorial	1	Crossref	0	0	1	General Medicine	Efeito da imagética motora sobre a onda alfa em imagéticos visuais e cinestésicos	journal-article	http://dx.doi.org/10.33233/fb.v11i2.1349	11	<jats:p>A imagética motora (IM) é a representação do resultado consciente para a intenção e preparação do movimento. A IM é classifi cada em imagética motora visual e imagética motora cinestésica. Poucos estudos relacionam as caracterí­sticas visuais e cinestésicas às respostas da onda cortical alfa, durante o treinamento de imagética motora. O objetivo deste estudo foi observar as respostas da onda alfa durante a imagética motora em sujeitos imagéticos visuais (IMV) e cinestésicos (IMC). A resposta da onda alfa durante a IM realizada apresentou menor variabilidade para os sujeitos imagéticos visuais. Foi observado que as respostas da onda alfa, tanto para IMV e IMC, são diretamente dependentes do tipo de treinamento mental efetuado e não pela classifi cação dos sujeitos em imagéticos visuais ou cinestésicos.Palavras-chave: imagética motora, onda alfa, treinamento mental.</jats:p>	Fisioter Bras	2017-12-08	NA	NA	NA	NA	NA	NA	Paulo Alexandre Azevedo	2017	1	TRUE	NA	NA	B2
Fisioterapia Brasil	2018-12-20	2022-12-01	NA	10.33233/fb.v19i1.2182	2022-12-02	2526-9747,1518-9740	1	2018-03-17	18483	58-64	10.33233	Convergences Editorial	1	Crossref	0	0	0	General Medicine	Efeito de pistas auditivas rí­tmicas na marcha de pacientes com Doença de Parkinson	journal-article	http://dx.doi.org/10.33233/fb.v19i1.2182	19	<jats:p>Contextualização: Os distúrbios da marcha na Doença de Parkinson (DP) estão relacionados í  inadequada padronização sequencial dos movimentos. As pistas auditivas rí­tmicas (PAR) fornecem uma cadência rí­tmica que ajuda na execução de movimentos automáticos. Objetivo: verificar o efeito das PAR no equilí­brio, na marcha e na qualidade de vida em pacientes com DP. Método: trata-se de estudo piloto exploratório e transversal com nove pacientes. Os pacientes receberam 20 sessões de Fisioterapia convencional e caminharam ouvindo uma música com ritmos alternados de 60, 80 e 120 batidas/minuto. Os instrumentos de avaliação foram o Teste de Equilí­brio de Berg (TEB), a Escala Internacional de Eficácia de Quedas (FES-I), o Parkinson"™s Disease Questionnaire (PDQ- 39) e a medida da velocidade da marcha. Resultados: observou-se melhora significativa (p â‰¤ 0,05) da velocidade da marcha, do medo de quedas (FES-I) e da auto avaliação da qualidade de vida relacionada í  saúde (PDQ-39) nos domí­nios mobilidade, atividades da vida diária e cognição. Não se observou melhora no TEB. Conclusão: As pistas auditivas contribuí­ram para melhora dos parâmetros avaliados, exceto quanto ao equilí­brio. São necessários mais estudos que apontem o melhor tipo de pista auditiva, a frequência de uso, o tempo e a duração do tratamento para melhor efetividade da técnica. Â Palavras-chave: doença de Parkinson, velocidade da marcha, desordens do movimento.Â </jats:p>	Fisioter Bras	2018-03-17	NA	NA	NA	NA	NA	NA	Wilma Costa Souza, Gabriela de Oliveira Lima Paim, Alba Barros Souza Fernandes, Marco Felipe Bouzada, Marco Orsini	2018	0	TRUE	NA	NA	B2
Fisioterapia Brasil	2018-12-21	2022-12-02	NA	10.33233/fb.v18i2.796	2022-12-02	2526-9747,1518-9740	2	2017-05-02	18483	180-188	10.33233	Convergences Editorial	1	Crossref	0	0	0	General Medicine	Efeito imediato da técnica de mobilização nas interfaces fasciais profundas da região peitoral em pacientes submetidas í  mastectomia	journal-article	http://dx.doi.org/10.33233/fb.v18i2.796	18	<jats:p>Introdução: O câncer de mama apresenta alta incidência, morbidade e mortalidade. Seu tratamento pode acarretar diferentes complicações, com repercussões fí­sicas, emocionais e sociais. No âmbito da reabilitação das alterações musculoesqueléticas, condutas de prevenção e tratamento das complicações pós-operatórias têm merecido atenção especial, dentre elas podemos destacar as disfunções da cintura escapular e ombro. As abordagens terapêuticas miofasciais no tratamento das disfunções do ombro pós-operatórias podem favorecer o restabelecimento da função do membro superior. Objetivo: Analisar o efeito imediato da técnica de mobilização fascial profundas na dor e no arco de movimento (ADM) em mulheres submetidas í  mastectomia. Métodos: Neste estudo pré e pós-intervenção em 28 mulheres mastectomizadas, com intercostobraquialgia e bloqueio de ADM para a flexão do braço, as pacientes foram submetidas í  técnica de mobilização fascial profunda da região peitoral, em uma única intervenção de 10 segundos. A flexão do braço foi mensurada por meio da fotogoniometria e a dor avaliada pela escala analógica visual (EVA). Os dados de ADM foram analisados através do Teste T student com um ní­vel de significância de 95% (p &lt; 0,05). Resultados: A média da ADM pré-intervenção foi de 109,99o e pós de 146,08o (p = 0,001) com um percentual médio de melhora de 32% (± 24,26). A dor teve um percentual de redução pré e pós-intervenção de 60% (± 24,26). Os dados apontaram para um ganho de ADM e diminuição da dor nas disfunções do ombro decorrente da mastectomia. Conclusão: Novas investigações devem ser realizadas para avaliar os resultados da técnica de liberação miofascial profunda em outros movimentos do ombro, como também comparar com as demais estratégias cinesioterapêuticas no tratamento das disfunções do ombro em mulheres mastectomizadas. Palavras-chave: fáscia, terapia manual, câncer de mama, ombro.Â </jats:p>	Fisioter Bras	2017-05-02	NA	NA	NA	NA	NA	NA	José Roberto de Abreu Prado Junior, Kelly Rosane Inocêncio, André Custódio Da Silva, Marcia dos Santos Almeida, Anke Bergmann, Júlio Guilherme Silva	2017	0	TRUE	NA	NA	B2
Revista Dor	2017-11-14	2017-11-14	2017	10.5935/1806-0013.20170132	2022-04-03	1806-0013	4	2017	3948	NA	10.5935	GN1 Genesis Network	1	Crossref	0	0	1	Insect Science,Ecology,Ecology, Evolution, Behavior and Systematics	Effect of a physiotherapy program in patient with persistent polyarthralgia after chikungunya fever. Case report	journal-article	http://dx.doi.org/10.5935/1806-0013.20170132	18	NA	NA	NA	en	NA	NA	NA	NA	NA	Alexsandro da Silva Oliveira, Júlio Guilherme Silva	2017	1	TRUE	NA	NA	A3
Journal of Functional Morphology and Kinesiology	2017-06-19	2022-07-29	NA	10.3390/jfmk2020021	2022-07-29	2411-5142	2	2017-06-19	1968	21	10.3390	MDPI AG	1	Crossref	49	49	2	Physical Therapy, Sports Therapy and Rehabilitation,Orthopedics and Sports Medicine,Histology,Rheumatology,Anatomy	Effect of Cervical Kinesthetic Motor Imagery on Postural Control of Healthy Young Adults with Fear of Falling	journal-article	http://dx.doi.org/10.3390/jfmk2020021	2	NA	JFMK	2017-06-19	en	NA	NA	NA	NA	NA	Nélio Silva de Souza, Ana Martins, Caroline Ferreira, Yasmin Motizuki, Christiano Machado, Marco Orsini, Marco Leite, Victor Bastos	2017	2	TRUE	3.7	0,581	B1
Brazilian Journal of Physical Therapy	2010-06-30	2014-08-10	NA	10.1590/s1413-35552010005000001	2022-09-08	1413-3555	2	2010-04	530	127-132	10.1590	FapUNIFESP (SciELO)	1	Crossref	0	0	5	Rehabilitation,Orthopedics and Sports Medicine,Physical Therapy, Sports Therapy and Rehabilitation	Effect of continuous positive airway pressure on fluid absorption among patients with pleural effusion due to tuberculosis	journal-article	http://dx.doi.org/10.1590/s1413-35552010005000001	14	NA	Rev. bras. fisioter.	2010-04	en	NA	NA	NA	NA	NA	Juliana F. Oliveira, Fernanda C. Q. Mello, Rosana S. Rodrigues, Ana L. Boechat, Marcus B. Conde, Sara L. S. Menezes	2010	5	TRUE	6.4	0,975	A2
Revista Andaluza de Medicina del Deporte	2020-10-27	2020-10-27	NA	10.33155/j.ramd.2019.12.003	2022-04-05	2172-5063,1888-7546	2	2019-12-04	18532	87-91	10.33155	Centro Andaluz de Medicina del Deporte	1	Crossref	0	0	0	Physiology (medical),Orthopedics and Sports Medicine	Effect of pre-fatiguing the triceps brachii on subsequent strength performance and myoelectric activity in the barbell, dumbbell and Smith machine bench press	journal-article	http://dx.doi.org/10.33155/j.ramd.2019.12.003	13	<jats:p>Objective: The purpose of this study was to examine the effect of pre-fatiguing the triceps brachii on subsequent strength performance and myoelectric activity in the barbell, dumbbell, and Smith machine bench press.&#x0D;
Method: Nineteen trained men participated of this study (27.9 ± 4.5 years; 1.72 ± 0.1 m; 80.3 ± 9.2 kg). Ten-repetition maximum loads were determined for the triceps extension as well as the barbell barbell, dumbbell and Smith machine bench press. Three experimental protocols were performed in a randomized design. All experimental protocols began with four sets of the triceps extension (performed with a high pulley) to repetition failure followed by four sets to repetition failure for one of three bench press modalities. Two minute-rest intervals were adopted between sets and exercises. Total repetitions (work), training volume and myoelectric activity of pectoralis major, anterior deltoid, biceps brachii, and triceps brachii were recorded during each bench press modality.&#x0D;
Results: Significantly greater activity of the biceps brachii was observed during performance of the dumbbell bench press versus barbell and Smith machine bench press. No other significant differences were observed between protocols.&#x0D;
Conclusion: Therefore, considering the training volume and myoelectric activity of the synergistic muscles, similar performance across bench press modalities can be expected when preceded by performance of a triceps extension.</jats:p>	Rev And Med Dep	2019-12-04	NA	NA	NA	NA	NA	NA	Déborah De Araújo Farias, Gabriel Andrade Paz, Patrícia Dos Santos Vigário, Jeffrey M. Willardson, Ewertton De Souza Bezerra, Humberto Miranda	2019	0	FALSE	0.4	NA	B1
Journal Health NPEPS	2020-12-04	2020-12-04	NA	10.30681/252610104555	2022-04-01	2526-1010	2	2020	12137	179-194	10.30681	Universidade do Estado do Mato Grosso - UNEMAT	1	Crossref	0	0	0	NA	Effectiveness of a musculoskeletal injury preventive program in elite beach volleyball players: a retrospective study	journal-article	http://dx.doi.org/10.30681/252610104555	5	NA	J Health NPEPS	2020	NA	NA	NA	NA	NA	NA	Vinícius Soares Santos, Fábio Luís Feitosa Fonseca, Marco Antônio Serquiz, Leticia Amaral Corrêa, Bruno Tirotti Saragiotto, Leandro Alberto Calazans Nogueira	2020	0	TRUE	NA	NA	B2
Journal of Bodywork and Movement Therapies	2023-04-12	2023-05-04	2023-04	10.1016/j.jbmt.2023.04.017	2023-05-05	1360-8592	NA	2023-04	78	81-86	10.1016	Elsevier BV	1	Crossref	33	33	0	Complementary and alternative medicine,Rehabilitation,Physical Therapy, Sports Therapy and Rehabilitation,Complementary and Manual Therapy	Effects of foam rolling and strength training on post exercise hypotension in normotensive women: A cross-over study	journal-article	http://dx.doi.org/10.1016/j.jbmt.2023.04.017	34	NA	Journal of Bodywork and Movement Therapies	NA	en	http://dx.doi.org/10.1016/elsevier_cm_policy	NA	NA	NA	NA	Estêvão Rios Monteiro, Jakob L. Vingren, Linda S. Pescatello, Victor Gonçalves Corrêa Neto, Amanda Fernandes Brown, J. Derek Kingsley, Julio Guilherme Silva, Jeferson Macedo Vianna, Jefferson da Silva Novaes	2023	0	FALSE	2.5	0,404	A2
Biomedical Human Kinetics	2020-03-13	2023-04-19	2020-01-01	10.2478/bhk-2020-0008	2023-04-19	2080-2234	1	2020-01-01	374	59-68	10.2478	Walter de Gruyter GmbH	1	Crossref	39	39	3	Orthopedics and Sports Medicine,Physical Therapy, Sports Therapy and Rehabilitation	Effects of intermittent negative pressure and active recovery therapies in the post-match period in elite soccer players: A randomized, parallel arm, comparative study	journal-article	http://dx.doi.org/10.2478/bhk-2020-0008	12	<jats:title>Summary</jats:title>
               <jats:p>
                  <jats:italic>Study aim</jats:italic>: This study compared the effects of intermittent negative pressure therapy (INPT) vs. active recovery therapy (ART) on post-match physiological parameters such as serum CK level and skin temperature of the lower limbs in elite soccer players.</jats:p>
               <jats:p>
                  <jats:italic>Material and methods</jats:italic>: Twenty healthy male professional soccer players from a Brazilian first division soccer club were enrolled in this randomized, parallel arm, open label, comparative study. After participating in 2 soccer matches, they were randomly assigned to two groups (n = 10) to receive a 30-min session of INPT (intermittent exchange of hypobaric pressure range 33 to 51 mmHg) or ART (self-myofascial release, mobility and stability exercises, and cycle ergometer exercise). The intervention was conducted after a match with assessments immediately before and after the intervention and again 24 h after the intervention.</jats:p>
               <jats:p>
                  <jats:italic>Results</jats:italic>: A significant interaction effect (F<jats:sub>2,36</jats:sub> = 4.503, p = 0.018, η<jats:sup>2</jats:sup> = 0.130) was observed, indicating that the decrease of CK from pre-intervention to 24 h post-intervention was greater in the INPT than in the ART group. Lower limb skin temperature was significantly lower after INPT than after ART (p &lt; 0.003).</jats:p>
               <jats:p>
                  <jats:italic>Conclusions</jats:italic>: Serum CK level and skin temperature of lower limbs showed better recovery up to 24 h after the intervention with INPT in elite soccer players.</jats:p>	NA	2020-03-09	en	NA	NA	NA	NA	NA	Alex Souto Maior, Marcio Tannure, Fábio Eiras, Arthur de Sá Ferreira	2020	3	TRUE	1.7	0,245	B1
Iberoamerican Journal of Medicine	2022-07-24	2022-07-24	NA	10.53986/ibjm.2022.0028	2023-04-11	2695-5075	3	2022-07-16	32236	157-163	10.53986	Iberoamerican Journal of Medicine	1	Crossref	0	0	1	NA	Effects of neural mobilization in the treatment of chronic low back pain: a systematic review	journal-article	http://dx.doi.org/10.53986/ibjm.2022.0028	4	<jats:p>Introduction: Low back pain appears in approximately two thirds of the population at some point in life and when it exceeds more than 12 weeks, it evolves to chronic low back pain. Chronic low back pain is considered one of the most common causes of disability and absence from work. A therapeutic technique that can be used as a treatment for chronic low back pain is neural mobilization, capable of restoring compromised neurological structures, restoring movement by improving the elasticity of neural tissue and adjacent tissues. Objective: To verify the effects of neural mobilization in patients with chronic low back pain. Material and methods: All articles were carefully evaluated in order to obtain concrete and reliable information. The databases used were Google Scholar, Scielo, Medline and PubMed due to the methodological quality and articles in the area of interest. The keywords “low back pain”, “chronic low back pain”, “neural mobilization” and “physiotherapeutic intervention” were combined in the most diverse possibilities, in English and Spanish translations. Results: 86 articles were found, nine of which were included in this review. They had a score ≥ 5 on the PEDro Scale, which methodologically qualifies the articles. After analyzing the results obtained through the selected articles, all the data collected, as well as their respective results, were described in a table that contains data from the articles. Conclusions: Neural mobilization reduces pain and improves the extensibility of tissues, causing a reduction in painful sensation and increased flexibility. Therefore, it is necessary to continue research in order to verify new results obtained through this type of intervention.</jats:p>	Iberoam J Med	2022-07-16	NA	NA	NA	NA	NA	NA	Suelen Carla Souza de Faria, NA NA, Renato Carvalho Vilella, Laiz Helena de Castro Toledo Guimaraes, Luciana Crepaldi Lunkes, NA NA, NA NA, NA NA, NA NA	2022	1	TRUE	NA	NA	NA
