title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	short.container.title	published.online	language	update.policy	subtitle	archive_	na.	isbn
Immediate Hemodynamic Responses to Transcutaneous Electrical Diaphragmatic Stimulation in Critically Ill Elderly Patients	10.1155/2021/9091278	http://dx.doi.org/10.1155/2021/9091278	2090-2867	Rehabilitation Research & Practice	Hebert Olímpio Júnior			2021	1648579692	0	0	0	0	1	0	1	0	1	0	9	1	TRUE	Hebert Olímpio Júnior, Gustavo Bittencourt Camilo, Aline Priori Fioritto, Agnaldo José Lopes	2090-2867	1	2.2	0.44	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Immunity, Inflammation, and Prehypertension: In What Order?	10.1111/jch.12611	http://dx.doi.org/10.1111/jch.12611	1559-4564	Journal of the Cardiometabolic Syndrome	Arthur Sá Ferreira			2015	1648662813	0	0	0	0	1	0	1	0	1	0	4	1	TRUE	Arthur Sá Ferreira	1559-4564	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Impact of 6 months of treatment with intragastric balloon on body fat and quality of life in obese individuals with metabolic syndrome	10.1186/s12955-017-0790-x	http://dx.doi.org/10.1186/s12955-017-0790-x	1477-7525	Health and Quality of Life Outcomes	Erika Paniago Guedes			2017	1508867517	1	0	0	0	3	1	1	0	3	0	60	1	TRUE	Erika Paniago Guedes, Eduardo Madeira, Thiago Thomaz Mafort, Miguel Madeira, Rodrigo Oliveira Moreira, Laura Maria Carvalho de Mendonça, Amélio Fernando de Godoy-Matos, Agnaldo José Lopes, Maria Lucia Fleiuss Farias	1477-7525	8	5.6	1.14	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Inadequate levothyroxine replacement for primary hypothyroidism is associated with poor health-related quality of life–a Brazilian multicentre study	10.1007/s12020-013-9886-1	http://dx.doi.org/10.1007/s12020-013-9886-1	1355-008X	Endocrine	Patrícia dos Santos Vigário			2013	1673211628	0	0	0	0	5	0	2	0	3	0	70	4	FALSE	Patrícia dos Santos Vigário, Fernanda Vaisman, Cláudia Medina Coeli, Laura Ward, Hans Graf, Gisah Carvalho, Renan Montenegro Júnior, Mário Vaisman	1355-008X	39	6.4	0.844	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Influence of Acute Concurrent Exercise Performed in Public Fitness Facilities on Ambulatory Blood Pressure Among Older Adults in Rio de Janeiro City	10.1519/jsc.0000000000002734	http://dx.doi.org/10.1519/jsc.0000000000002734	1064-8011	Journal of Strength & Conditioning Research	Ricardo Cordeiro			2018	1532871940	1	0	0	0	2	0	1	0	2	0	97	1	FALSE	Ricardo Cordeiro, Walace Monteiro, Felipe Cunha, Linda S Pescatello, Paulo Farinatti	1064-8011	13	6.8	1.141	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Influence of Different Treadmill Inclinations on VCombining Dot AboveO2max and Ventilatory Thresholds During Maximal Ramp Protocols	10.1519/jsc.0000000000002670	http://dx.doi.org/10.1519/jsc.0000000000002670	1064-8011	Journal of Strength & Conditioning Research	Sidney C Silva			2021	1611610063	0	0	0	0	7	0	6	0	6	0	21	4	FALSE	Sidney C Silva, Walace D Monteiro, Felipe A Cunha, Paulo Farinatti	1064-8011	2	6.8	1.141	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Influence of exercises on patellar height in women with patellofemoral pain syndrome	10.1590/1413-78522014220200748	http://dx.doi.org/10.1590/1413-78522014220200748	1413-7852	Acta Ortopédica Brasileira	Lilian Ramiro Felicio			2014	1480360140	1	0	0	0	2	0	1	0	2	0	34	1	TRUE	Lilian Ramiro Felicio, Ana Claudia Spechoto Camargo, Augusto do Prado Baffa, Débora Bevilaqua-Grossi	1413-7852	4	1.0	0.247	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Influence of upper-body exercise order on hormonal responses in trained men	10.1139/apnm-2012-0040	http://dx.doi.org/10.1139/apnm-2012-0040	1715-5312	Applied Physiology, Nutrition, and Metabolism	Roberto Simão			2013	1370873624	4	0	0	0	15	0	9	0	13	0	68	9	TRUE	Roberto Simão, Richard Diego Leite, Guilherme Fleury Fina Speretta, Alex Souto Maior, Belmiro Freitas de Salles, Tácito Pessoa de Souza, Jakob L. Vingren, Jeffrey M. Willardson	1715-5312	10	5.4	1.01	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Inspiratory muscle training improves performance of a repeated sprints ability test in professional soccer players	10.1016/j.jbmt.2019.01.016	http://dx.doi.org/10.1016/j.jbmt.2019.01.016	1360-8592	Journal of Bodywork & Movement Therapies	Rodrigo Luis Cavalcante Silva			2019	1669968071	1	0	0	0	6	0	5	0	6	0	109	4	FALSE	Rodrigo Luis Cavalcante Silva, Elliott Hall, Alex Souto Maior	1360-8592	10	2.5	0.48	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Integrative medicine for hypertension: the earlier the better for treating who and what are not yet ill	10.1038/hr.2013.15	http://dx.doi.org/10.1038/hr.2013.15	0916-9636	Hypertension Research	Arthur de Sá Ferreira			2013	1652699342	0	0	0	0	1	0	1	0	1	0	12	1	TRUE	Arthur de Sá Ferreira	0916-9636	8	7.7	0.934	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Inter-expert agreement and similarity analysis of traditional diagnoses and acupuncture prescriptions in textbook- and pragmatic-based practices	10.1016/j.ctcp.2017.12.002	http://dx.doi.org/10.1016/j.ctcp.2017.12.002	1744-3881	Complementary Therapies in Clinical Practice	Danielle Terra Alvim			2017	1673008712	0	0	0	0	4	0	3	0	3	0	19	2	FALSE	Danielle Terra Alvim, Arthur Sá Ferreira	1744-3881	6	5.1	0.71	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Intra-observer reliability in three-dimensional kinematic analysis of sacroiliac joint mobility	10.1589/jpts.27.1001	http://dx.doi.org/10.1589/jpts.27.1001	0915-5287	Journal of Physical Therapy Science	Thiago Rebello da Veiga			2015	1486595488	2	0	0	0	2	0	0	0	2	0	40	1	TRUE	Thiago Rebello da Veiga, André Custódio da Silva, Rodrigo Teixeira Gomes da Silva, Sandro Luiz Machado Carvalho, Marco Orsini, Júlio Guilherme Silva	0915-5287	3	NA	NA	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Investigating the effect of a passive trunk exoskeleton on local discomfort, perceived effort and spatial distribution of back muscles activity	10.1080/00140139.2021.1928297	http://dx.doi.org/10.1080/00140139.2021.1928297	0014-0139	Ergonomics	Ambra Giustetto			2021	1650045433	0	0	0	0	10	0	9	0	9	0	35	7	FALSE	Ambra Giustetto, Fabio Vieira Dos Anjos, Francesca Gallo, Rossella Monferino, Giacinto Luigi Cerone, Massimo Di Pardo, Marco Gazzoni, Margherita Micheletti Cremasco	0014-0139	4	4.9	0.691	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Is heart rate variability affected by distinct motor imagery strategies?	10.1016/j.physbeh.2017.05.004	http://dx.doi.org/10.1016/j.physbeh.2017.05.004	0031-9384	Physiology & Behavior	Talita Peixoto Pinto			2017	1495277482	0	0	0	0	2	0	2	0	2	0	58	1	TRUE	Talita Peixoto Pinto, Maitê Mello Russo Ramos, Thiago Lemos, Claudia Domingues Vargas, Luis Aureliano Imbiriba	0031-9384	11	6.3	0.783	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Is it possible to discriminate workers with a higher prevalence of low back pain considering daily exposure time in a work-related lumbar posture? A diagnostic accuracy study	10.1080/00140139.2021.2001577	http://dx.doi.org/10.1080/00140139.2021.2001577	0014-0139	Ergonomics	Eduardo Gallas Leivas			2021	1655849811	0	0	0	0	23	0	18	0	18	0	18	10	FALSE	Eduardo Gallas Leivas, Juliana Valentim Bittencourt, Arthur Sá Ferreira, Leandro Alberto Calazans Nogueira	0014-0139	0	4.9	0.691	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Is the attenuation effect on the ankle muscles activity from the EMG biofeedback generalized to – or compensated by – other lower limb muscles during standing?	10.1016/j.jelekin.2022.102721	http://dx.doi.org/10.1016/j.jelekin.2022.102721	1050-6411	Journal of Electromyography & Kinesiology	Fabio V Dos Anjos			2022	1669328803	0	0	0	0	12	0	8	0	8	0	12	6	FALSE	Fabio V Dos Anjos, Talita P Pinto, Giacinto L Cerone, Marco Gazzoni, Taian M Vieira	1050-6411	1	4.8	0.825	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Is the type of chronic pulmonary infection a determinant of lung function outcomes in adult patients with cystic fibrosis?	10.4081/monaldi.2012.145	http://dx.doi.org/10.4081/monaldi.2012.145	1122-0643	Monaldi Archives for Chest Disease	A.J. Lopes			2015	1647602728	0	0	0	0	1	0	1	0	1	0	14	1	TRUE	A.J. Lopes, T.T. Mafort, A. de Sá Ferreira, M.C. Santos de Castro, M. de Cássia Firmida, E. de Andrade Marques	1122-0643	0	3.0	0.361	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Is there an association between postural balance and pulmonary function in adults with asthma?	10.6061/clinics/2013(11)07	http://dx.doi.org/10.6061/clinics/2013(11)07	1807-5932	Clinics	Vívian Pinto de Almeida			2013	1656196227	1	0	0	1	5	0	3	0	5	0	84	12	TRUE	Vívian Pinto de Almeida, Fernando Silva Guimarães, Vanessa Joaquim Ribeiro Moço, Arthur de Sá Ferreira, Sara Lucia Silveira de Menezes, Agnaldo José Lopes	1807-5932	10	3.5	0.535	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ischemic Preconditioning and Placebo Intervention Improves Resistance Exercise Performance	10.1519/jsc.0000000000001232	http://dx.doi.org/10.1519/jsc.0000000000001232	1064-8011	Journal of Strength & Conditioning Research	Moacir Marocolo			2016	1554812642	0	0	0	0	2	0	2	0	2	0	146	1	FALSE	Moacir Marocolo, Jeffrey M. Willardson, Isabela C. Marocolo, Gustavo Ribeiro da Mota, Roberto Simão, Alex S. Maior	1064-8011	49	6.8	1.141	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kinematic evaluation of patients with chronic obstructive pulmonary disease during the 6-min walk test	10.1016/j.jbmt.2021.01.005	http://dx.doi.org/10.1016/j.jbmt.2021.01.005	1360-8592	Journal of Bodywork & Movement Therapies	Nathália Alves Oliveira Saraiva			2021	1648633799	0	0	0	0	8	0	4	0	4	0	25	3	FALSE	Nathália Alves Oliveira Saraiva, Arthur Sá Ferreira, Jannis Vasileios Papathanasiou, Fernando Silva Guimarães, Agnaldo José Lopes	1360-8592	2	2.5	0.48	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kinematic Mapping Reveals Different Spatial Distributions of Center of Pressure High-Speed Regions Under Somatosensory Loss	10.1080/00222895.2014.916651	http://dx.doi.org/10.1080/00222895.2014.916651	0022-2895	Journal of Motor Behavior	Fellipe M. Portela			2014	1649954855	0	0	0	0	2	0	2	0	2	0	33	2	FALSE	Fellipe M. Portela, Arthur S. Ferreira	0022-2895	3	2.7	0.441	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Knee proprioceptive function and physical performance of patients with patellofemoral pain: A matched case-control study	10.1016/j.knee.2021.08.031	http://dx.doi.org/10.1016/j.knee.2021.08.031	0968-0160	Knee	Vanessa Knust Coelho			2021	1632876618	0	0	0	0	7	0	7	0	7	0	36	4	FALSE	Vanessa Knust Coelho, Bruno Senos Queiroz Gomes, Thiago Jambo Alves Lopes, Leticia Amaral Corrêa, Gustavo Felicio Telles, Leandro Alberto Calazans Nogueira	0968-0160	9	3.7	0.839	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lack of confidence in the lower limb: Cognitive Functional Therapy (CFT) for a unilateral loading impairment in chronic non-specific low back pain. Case report	10.1016/j.math.2016.02.007	http://dx.doi.org/10.1016/j.math.2016.02.007	2468-8630	Musculoskeletal Science and Practice	Ney Meziat Filho			2016	1460112095	0	0	0	0	1	0	1	0	1	0	153	1	FALSE	Ney Meziat Filho, Roberta Mendonça, Leandro Alberto Calazans Nogueira	2468-8630	5	3.9	0.755	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Letter to the Editor concerning “Neck pain associated with smartphone overuse: cross-sectional report of a cohort study among office workers” by Derakhshanrad N, et al. (Eur Spine J. 2020 doi: 10.1007/s00586-020-06640-z)	10.1007/s00586-022-07323-7	http://dx.doi.org/10.1007/s00586-022-07323-7	0940-6719	European Spine Journal	Igor Macedo Tavares Correia			2022	1659004875	0	0	0	0	18	0	16	0	16	0	8	11	FALSE	Igor Macedo Tavares Correia, Tatiana Grasser, Ney Meziat-Filho	0940-6719	1	4.7	1.042	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Letter to the editor concerning the article: Scapular exercise combined with cognitive functional therapy is more effective at reducing chronic neck pain and kinesiophobia than scapular exercise alone: A randomized controlled trial	10.1177/0269215520967940	http://dx.doi.org/10.1177/0269215520967940	0269-2155	Clinical Rehabilitation	Julia Castro			2020	1604503897	0	0	0	0	1	0	1	0	1	0	26	1	FALSE	Julia Castro, Luciana C Lunkes, Michele Menezes, Ney Meziat-Filho	0269-2155	0	5.7	0.949	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Letter to the Editor Concerning the Article: The Determination of the Efficacy of Neural Therapy in Conservative Treatment-resistant Patients With Chronic Low Back Pain	10.1097/brs.0000000000004238	http://dx.doi.org/10.1097/brs.0000000000004238	0362-2436	Spine	Gabriel Farhat			2021	1633361308	0	0	0	0	2	0	2	0	2	0	4	2	TRUE	Gabriel Farhat, Felipe José Jandre Reis, Ney Meziat-Filho	0362-2436	0	5.7	1.221	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locating the Seventh Cervical Spinous Process: Accuracy of the Thorax-Rib Static Method and the Effects of Clinical Data on Its Performance	10.1016/j.jmpt.2016.10.011	http://dx.doi.org/10.1016/j.jmpt.2016.10.011	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2016	1645661909	1	0	0	0	3	0	2	0	3	0	28	2	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	7	2.5	0.419	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locating the Seventh Cervical Spinous Process: Development and Validation of a Multivariate Model Using Palpation and Personal Information	10.1016/j.jmpt.2016.10.012	http://dx.doi.org/10.1016/j.jmpt.2016.10.012	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Paula A. Ferreira			2016	1645785227	0	0	0	0	1	0	1	0	1	0	22	1	FALSE	Ana Paula A. Ferreira, Luciana C. Póvoa, José F.C. Zanier, Arthur S. Ferreira	0161-4754	5	2.5	0.419	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Long-term pulmonary rehabilitation progressively reduces hospitalizations and mortality in patients with severe COPD: a 5-year follow-up.	10.23736/s1973-9087.21.06279-1	http://dx.doi.org/10.23736/s1973-9087.21.06279-1	1973-9087	European Journal of Physical and Rehabilitation Medicine	Luis F Reis			2021	1648579666	0	0	0	0	17	0	17	0	17	0	9	10	FALSE	Luis F Reis, Fernando S Guimarães, Agnaldo J Lopes, Sara L Menezes, Antônio G Pacheco, Fernanda C Mello	1973-9087	2	7.3	0.955	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower limb amputees undergo long-distance plasticity in sensorimotor functional connectivity	10.1038/s41598-019-39696-z	http://dx.doi.org/10.1038/s41598-019-39696-z	2045-2322	Scientific Reports	Ivanei E. Bramati			2019	1706929473	2	1	0	8	20	0	7	0	18	0	123	70	TRUE	Ivanei E. Bramati, Erika C. Rodrigues, Elington L. Simões, Bruno Melo, Sebastian Höfle, Jorge Moll, Roberto Lent, Fernanda Tovar-Moll	2045-2322	28	7.5	0.9	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower limb joint alignment and postural control in elderly women	10.5007/1980-0037.2014v16n3p287	http://dx.doi.org/10.5007/1980-0037.2014v16n3p287	1415-8426	Revista Brasileira de Cineantropometria e Desempenho Humano	Míriam Raquel Meira Mainenti			2014	1649329467	0	0	0	0	4	0	4	0	4	0	5	3	TRUE	Míriam Raquel Meira Mainenti, Erika de Carvalho Rodrigues, Raíssa Christina Mendes de Sousa, Dalila Terrinha Ribeiro da Silva, Arthur de Sá Ferreira	1415-8426	2	1.3	0.274	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower limb muscle fatigability is not associated with changes in movement strategies for balance control in the upright stance	10.1016/j.humov.2020.102588	http://dx.doi.org/10.1016/j.humov.2020.102588	0167-9457	Human Movement Science	Patricia Sant'Anna do Carmo Aprigio			2020	1642500240	0	0	0	0	2	0	1	0	1	0	37	1	FALSE	Patricia Sant'Anna do Carmo Aprigio, Igor Ramathur Telles de Jesus, Carla Porto, Thiago Lemos, Arthur de Sá Ferreira	0167-9457	4	4.3	0.628	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower limb muscle strength is associated with functional performance and quality of life in patients with systemic sclerosis	10.1590/bjpt-rbf.2014.0084	http://dx.doi.org/10.1590/bjpt-rbf.2014.0084	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Tatiana R L Lima			2015	1428982481	0	0	0	0	3	0	3	0	3	0	76	3	TRUE	Tatiana R L Lima, Fernando S Guimarães, Mara N Carvalho, Thaís L M Sousa, Sara L S Menezes, Agnaldo J Lopes	0211-5638	32	0.4	0.138	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lower-limb muscle strength, static and dynamic postural stabilities, risk of falling and fear of falling in polio survivors and healthy subjects	10.1080/09593985.2018.1512178	http://dx.doi.org/10.1080/09593985.2018.1512178	0959-3985	Physiotherapy Theory & Practice	Thaiana Santos Galvão			2018	1645439708	0	0	0	0	5	0	4	0	4	0	34	3	FALSE	Thaiana Santos Galvão, Egídio Sabino Magalhães Júnior, Marco Antonio Orsini Neves, Arthur de Sá Ferreira	0959-3985	4	3.1	0.561	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maximal repetition performance, rating of perceived exertion, and muscle fatigue during paired set training performed with different rest intervals	10.1016/j.jesf.2015.08.002	http://dx.doi.org/10.1016/j.jesf.2015.08.002	1728-869X	Journal of Exercise Science & Fitness	Marianna de Freitas Maia			2015	1677534033	1	0	0	0	11	0	7	1	11	2	93	8	TRUE	Marianna de Freitas Maia, Gabriel Andrade Paz, Humberto Miranda, Vicente Lima, Claudio Melibeu Bentes, Jefferson da Silva Novaes, Patrícia dos Santos Vigário, Jeffrey Michael Willardson	1728-869X	6	5.1	0.743	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Measuring the Pain Area: An Intra‐ and Inter‐Rater Reliability Study Using Image Analysis Software	10.1111/papr.12262	http://dx.doi.org/10.1111/papr.12262	1530-7085	Pain Practice	Felipe Jose Jandre Dos Reis			2014	1506746727	0	0	0	0	2	0	2	0	2	0	81	1	FALSE	Felipe Jose Jandre Dos Reis, Veronica de Barros E Silva, Raphaela Nunes de Lucena, Bruno Alexandre Mendes Cardoso, Leandro Calazans Nogueira	1530-7085	28	5.4	0.679	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mediation Analysis in Manual Therapy Research	10.1016/j.jcm.2022.04.007	http://dx.doi.org/10.1016/j.jcm.2022.04.007	1556-3707	Journal of chiropractic medicine (Print)	Thiago da Silva Rocha Paz			2022	1660210170	0	0	0	0	12	0	8	0	8	0	5	5	TRUE	Thiago da Silva Rocha Paz, Pedro Teixeira Vidinha Rodrigues, Bruno Moreira Silva, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	1556-3707	1	1.4	0.302	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Meditation for adults with non-specific low back pain: a systematic review and meta-analysis	10.1515/sjpain-2021-0096	http://dx.doi.org/10.1515/sjpain-2021-0096	1877-8860	Scandinavian Journal of Pain	Larissa O. Soares			2021	1647363620	0	0	0	0	20	0	18	0	18	0	36	11	FALSE	Larissa O. Soares, Giovanni E. Ferreira, Leonardo O. P. Costa, Leandro C. Nogueira, Ney Meziat-Filho, Felipe J. J. Reis	1877-8860	6	2.9	0.585	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melatonin administration attenuates acute stress by inducing sleep state in zebrafish (Danio rerio)	10.1016/j.cbpc.2021.109044	http://dx.doi.org/10.1016/j.cbpc.2021.109044	1532-0456	Comparative Biochemistry & Physiology Part C: Toxicology & Pharmacology	Luciana Crepaldi Lunkes			2021	1618156283	0	0	0	0	2	0	2	0	2	0	31	1	TRUE	Luciana Crepaldi Lunkes, Isadora Marques Paiva, Renata Catão Egger, Weslley Fernandes Braga, Jacqueline Isaura Alvarez-Leite, André Rodrigues da Cunha Barreto-Vianna, Luis David Solis Murgas	1532-0456	7	6.8	0.941	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Minimal-Resource Home Exercise Program Improves Activities of Daily Living, Perceived Health Status, and Shortness of Breath in Individuals with COPD Stages GOLD II to IV	10.1080/15412555.2023.2253907	http://dx.doi.org/10.1080/15412555.2023.2253907	1541-2555	COPD: Journal of Chronic Obstructive Pulmonary Disease	Vanessa Joaquim Ribeiro Moço			2023	1699412911	0	0	0	0	3	0	3	0	3	0	13	3	TRUE	Vanessa Joaquim Ribeiro Moço, Aline Almeida Gulart, Agnaldo José Lopes, Arthur de Sá Ferreira, Luis Felipe da Fonseca Reis	1541-2555	2	3.5	0.665	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mixed circuit training acutely reduces arterial stiffness in patients with chronic stroke: a crossover randomized controlled trial	10.1007/s00421-022-05061-8	http://dx.doi.org/10.1007/s00421-022-05061-8	1439-6319	European Journal of Applied Physiology	André C. Michalski			2022	1672927954	0	0	0	0	7	0	6	0	6	0	18	4	FALSE	André C. Michalski, Arthur S. Ferreira, Adrian W. Midgley, Victor A. B. Costa, Guilherme F. Fonseca, Nádia S. L. da Silva, Juliana Borges, Sandra A. Billinger, Felipe A. Cunha	1439-6319	0	5.8	1.016	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Modulation of tibialis anterior muscle activity changes with upright stance width	10.1016/j.jelekin.2014.07.009	http://dx.doi.org/10.1016/j.jelekin.2014.07.009	1050-6411	Journal of Electromyography & Kinesiology	Thiago Lemos			2014	1422967024	1	0	0	0	5	0	2	0	3	0	66	2	FALSE	Thiago Lemos, Luís A. Imbiriba, Claudia D. Vargas, Taian M. Vieira	1050-6411	18	4.8	0.825	A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Motor cortex tDCS does not improve strength performance in healthy subjects	10.1590/s1980-65742015000200009	http://dx.doi.org/10.1590/s1980-65742015000200009	1415-9805	Motriz: Revista de Educação Física	Rafael Montenegro			2015	1438085325	0	0	0	0	1	0	1	0	1	0	89	1	TRUE	Rafael Montenegro, Alexandre Okano, Jonas Gurgel, Flávia Porto, Felipe Cunha, Renato Massaferri, Paulo Farinatti	1415-9805	24	0.9	0.199	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
